State,category,value,year
New Jersey,CoalC,30731.0,2014
New Mexico,CoalC,215348.0,2014
New York,CoalC,64655.0,2014
North Carolina,CoalC,501592.0,2014
North Dakota,CoalC,399195.0,2014
Ohio,CoalC,1057377.0,2014
Oklahoma,CoalC,336080.0,2014
Oregon,CoalC,34238.0,2014
Pennsylvania,CoalC,1039161.0,2014
Rhode Island,CoalC,0.0,2014
South Carolina,CoalC,305656.0,2014
South Dakota,CoalC,33062.0,2014
Tennessee,CoalC,427509.0,2014
Texas,CoalC,1585961.0,2014
Utah,CoalC,344054.0,2014
Vermont,CoalC,0.0,2014
Virginia,CoalC,278183.0,2014
Washington,CoalC,76547.0,2014
West Virginia,CoalC,816460.0,2014
Wisconsin,CoalC,417096.0,2014
Wyoming,CoalC,489300.0,2014
District of Columbia,CoalC,48.0,2014
Alabama,CoalP,493094.0,2010
Alaska,CoalP,33556.0,2010
Arizona,CoalP,167930.0,2010
Arkansas,CoalP,718.0,2010
California,CoalP,0.0,2010
Colorado,CoalP,551825.0,2010
Connecticut,CoalP,0.0,2010
Delaware,CoalP,0.0,2010
Florida,CoalP,0.0,2010
Georgia,CoalP,0.0,2010
Hawaii,CoalP,0.0,2010
Idaho,CoalP,0.0,2010
Illinois,CoalP,767419.0,2010
Indiana,CoalP,790889.0,2010
Iowa,CoalP,0.0,2010
Kansas,CoalP,3069.0,2010
Kentucky,CoalP,2556093.0,2010
Louisiana,CoalP,54346.0,2010
Maine,CoalP,0.0,2010
Maryland,CoalP,58798.0,2010
Massachusetts,CoalP,0.0,2010
Michigan,CoalP,0.0,2010
Minnesota,CoalP,0.0,2010
Mississippi,CoalP,41586.0,2010
Missouri,CoalP,9816.0,2010
Montana,CoalP,797035.0,2010
Nebraska,CoalP,0.0,2010
Nevada,CoalP,0.0,2010
New Hampshire,CoalP,0.0,2010
New Jersey,CoalP,0.0,2010
New Mexico,CoalP,381448.0,2010
New York,CoalP,0.0,2010
North Carolina,CoalP,0.0,2010
North Dakota,CoalP,377669.0,2010
Ohio,CoalP,644947.0,2010
Oklahoma,CoalP,17580.0,2010
Oregon,CoalP,0.0,2010
Pennsylvania,CoalP,1485775.0,2010
Rhode Island,CoalP,0.0,2010
South Carolina,CoalP,0.0,2010
South Dakota,CoalP,0.0,2010
Tennessee,CoalP,45030.0,2010
Texas,CoalP,538258.0,2010
Utah,CoalP,445692.0,2010
Vermont,CoalP,0.0,2010
Virginia,CoalP,564326.0,2010
Washington,CoalP,0.0,2010
West Virginia,CoalP,3346117.0,2010
Wisconsin,CoalP,0.0,2010
Wyoming,CoalP,7658286.0,2010
District of Columbia,CoalP,0.0,2010
Alabama,CoalP,468671.0,2011
Alaska,CoalP,33524.0,2011
Arizona,CoalP,174841.0,2011
Arkansas,CoalP,2985.0,2011
California,CoalP,0.0,2011
Colorado,CoalP,586847.0,2011
Connecticut,CoalP,0.0,2011
Delaware,CoalP,0.0,2011
Florida,CoalP,0.0,2011
Georgia,CoalP,0.0,2011
Hawaii,CoalP,0.0,2011
Idaho,CoalP,0.0,2011
Illinois,CoalP,864228.0,2011
Indiana,CoalP,840986.0,2011
Iowa,CoalP,0.0,2011
Kansas,CoalP,840.0,2011
Kentucky,CoalP,2623804.0,2011
Louisiana,CoalP,52440.0,2011
Maine,CoalP,0.0,2011
Maryland,CoalP,65871.0,2011
Massachusetts,CoalP,0.0,2011
Michigan,CoalP,0.0,2011
Minnesota,CoalP,0.0,2011
Mississippi,CoalP,28822.0,2011
Missouri,CoalP,10075.0,2011
Montana,CoalP,746650.0,2011
Nebraska,CoalP,0.0,2011
Nevada,CoalP,0.0,2011
New Hampshire,CoalP,0.0,2011
New Jersey,CoalP,0.0,2011
New Mexico,CoalP,405952.0,2011
New York,CoalP,0.0,2011
North Carolina,CoalP,0.0,2011
North Dakota,CoalP,367624.0,2011
Ohio,CoalP,679187.0,2011
Oklahoma,CoalP,19094.0,2011
Oregon,CoalP,0.0,2011
Pennsylvania,CoalP,1511491.0,2011
Rhode Island,CoalP,0.0,2011
South Carolina,CoalP,0.0,2011
South Dakota,CoalP,0.0,2011
Tennessee,CoalP,38576.0,2011
Texas,CoalP,605290.0,2011
Utah,CoalP,453869.0,2011
Vermont,CoalP,0.0,2011
Virginia,CoalP,562805.0,2011
Washington,CoalP,0.0,2011
West Virginia,CoalP,3321102.0,2011
Wisconsin,CoalP,0.0,2011
Wyoming,CoalP,7591675.0,2011
District of Columbia,CoalP,0.0,2011
Alabama,CoalP,488084.0,2012
Alaska,CoalP,31332.0,2012
Arizona,CoalP,161374.0,2012
Arkansas,CoalP,2077.0,2012
California,CoalP,0.0,2012
Colorado,CoalP,629645.0,2012
Connecticut,CoalP,0.0,2012
Delaware,CoalP,0.0,2012
Florida,CoalP,0.0,2012
Georgia,CoalP,0.0,2012
Hawaii,CoalP,0.0,2012
Idaho,CoalP,0.0,2012
Illinois,CoalP,1094204.0,2012
Indiana,CoalP,826842.0,2012
Iowa,CoalP,0.0,2012
Kansas,CoalP,388.0,2012
Kentucky,CoalP,2193276.0,2012
Louisiana,CoalP,53041.0,2012
Maine,CoalP,0.0,2012
Maryland,CoalP,54088.0,2012
Massachusetts,CoalP,0.0,2012
Michigan,CoalP,0.0,2012
Minnesota,CoalP,0.0,2012
Mississippi,CoalP,30537.0,2012
Missouri,CoalP,9197.0,2012
Montana,CoalP,660148.0,2012
Nebraska,CoalP,0.0,2012
Nevada,CoalP,0.0,2012
New Hampshire,CoalP,0.0,2012
New Jersey,CoalP,0.0,2012
New Mexico,CoalP,409050.0,2012
New York,CoalP,0.0,2012
North Carolina,CoalP,0.0,2012
North Dakota,CoalP,366826.0,2012
Ohio,CoalP,642149.0,2012
Oklahoma,CoalP,22004.0,2012
Oregon,CoalP,0.0,2012
Pennsylvania,CoalP,1390644.0,2012
Rhode Island,CoalP,0.0,2012
South Carolina,CoalP,0.0,2012
South Dakota,CoalP,0.0,2012
Tennessee,CoalP,28372.0,2012
Texas,CoalP,578697.0,2012
Utah,CoalP,387129.0,2012
Vermont,CoalP,0.0,2012
Virginia,CoalP,493398.0,2012
Washington,CoalP,0.0,2012
West Virginia,CoalP,3059090.0,2012
Wisconsin,CoalP,0.0,2012
Wyoming,CoalP,6973727.0,2012
District of Columbia,CoalP,0.0,2012
Alabama,CoalP,469162.0,2013
Alaska,CoalP,24917.0,2013
Arizona,CoalP,163691.0,2013
Arkansas,CoalP,1433.0,2013
California,CoalP,0.0,2013
Colorado,CoalP,529096.0,2013
Connecticut,CoalP,0.0,2013
Delaware,CoalP,0.0,2013
Florida,CoalP,0.0,2013
Georgia,CoalP,0.0,2013
Hawaii,CoalP,0.0,2013
Idaho,CoalP,0.0,2013
Illinois,CoalP,1149607.0,2013
Indiana,CoalP,883260.0,2013
Iowa,CoalP,0.0,2013
Kansas,CoalP,541.0,2013
Kentucky,CoalP,1940060.0,2013
Louisiana,CoalP,38079.0,2013
Maine,CoalP,0.0,2013
Maryland,CoalP,45290.0,2013
Massachusetts,CoalP,0.0,2013
Michigan,CoalP,0.0,2013
Minnesota,CoalP,0.0,2013
Mississippi,CoalP,37197.0,2013
Missouri,CoalP,9101.0,2013
Montana,CoalP,753246.0,2013
Nebraska,CoalP,0.0,2013
Nevada,CoalP,0.0,2013
New Hampshire,CoalP,0.0,2013
New Jersey,CoalP,0.0,2013
New Mexico,CoalP,400228.0,2013
New York,CoalP,0.0,2013
North Carolina,CoalP,0.0,2013
North Dakota,CoalP,369479.0,2013
Ohio,CoalP,612270.0,2013
Oklahoma,CoalP,25054.0,2013
Oregon,CoalP,0.0,2013
Pennsylvania,CoalP,1379262.0,2013
Rhode Island,CoalP,0.0,2013
South Carolina,CoalP,0.0,2013
South Dakota,CoalP,0.0,2013
Tennessee,CoalP,28376.0,2013
Texas,CoalP,564850.0,2013
Utah,CoalP,385736.0,2013
Vermont,CoalP,0.0,2013
Virginia,CoalP,456766.0,2013
Washington,CoalP,0.0,2013
West Virginia,CoalP,2874653.0,2013
Wisconsin,CoalP,0.0,2013
Wyoming,CoalP,6760447.0,2013
District of Columbia,CoalP,0.0,2013
Alabama,CoalP,414366.0,2014
Alaska,CoalP,22944.0,2014
Arizona,CoalP,173337.0,2014
Arkansas,CoalP,1864.0,2014
California,CoalP,0.0,2014
Colorado,CoalP,528242.0,2014
Connecticut,CoalP,0.0,2014
Delaware,CoalP,0.0,2014
Florida,CoalP,0.0,2014
Georgia,CoalP,0.0,2014
Hawaii,CoalP,0.0,2014
Idaho,CoalP,0.0,2014
Illinois,CoalP,1293541.0,2014
Indiana,CoalP,886370.0,2014
Iowa,CoalP,0.0,2014
Kansas,CoalP,1474.0,2014
Kentucky,CoalP,1869335.0,2014
Louisiana,CoalP,35541.0,2014
Maine,CoalP,0.0,2014
Maryland,CoalP,46194.0,2014
Massachusetts,CoalP,0.0,2014
Michigan,CoalP,0.0,2014
Minnesota,CoalP,0.0,2014
Mississippi,CoalP,39072.0,2014
Missouri,CoalP,8206.0,2014
Montana,CoalP,790673.0,2014
Nebraska,CoalP,0.0,2014
Nevada,CoalP,0.0,2014
New Hampshire,CoalP,0.0,2014
New Jersey,CoalP,0.0,2014
New Mexico,CoalP,400158.0,2014
New York,CoalP,0.0,2014
North Carolina,CoalP,0.0,2014
North Dakota,CoalP,389673.0,2014
Ohio,CoalP,541830.0,2014
Oklahoma,CoalP,20607.0,2014
Oregon,CoalP,0.0,2014
Pennsylvania,CoalP,1566449.0,2014
Rhode Island,CoalP,0.0,2014
South Carolina,CoalP,0.0,2014
South Dakota,CoalP,0.0,2014
Tennessee,CoalP,21711.0,2014
Texas,CoalP,576803.0,2014
Utah,CoalP,410997.0,2014
Vermont,CoalP,0.0,2014
Virginia,CoalP,393225.0,2014
Washington,CoalP,0.0,2014
West Virginia,CoalP,2858022.0,2014
Wisconsin,CoalP,0.0,2014
Wyoming,CoalP,6880205.0,2014
District of Columbia,CoalP,0.0,2014
Alabama,CoalE,2135.6,2010
Alaska,CoalE,49.9,2010
Arizona,CoalE,829.1,2010
Arkansas,CoalE,510.6,2010
California,CoalE,161.4,2010
Colorado,CoalE,609.9,2010
Connecticut,CoalE,99.1,2010
Delaware,CoalE,101.3,2010
Florida,CoalE,2218.8,2010
Georgia,CoalE,2993.6,2010
Hawaii,CoalE,39.7,2010
Idaho,CoalE,20.1,2010
Illinois,CoalE,1978.6,2010
Indiana,CoalE,3786.7,2010
Iowa,CoalE,746.8,2010
Kansas,CoalE,546.4,2010
Kentucky,CoalE,2382.9,2010
Louisiana,CoalE,622.7,2010
Maine,CoalE,8.7,2010
Maryland,CoalE,894.1,2010
Massachusetts,CoalE,268.9,2010
Michigan,CoalE,1793.3,2010
Minnesota,CoalE,573.0,2010
Mississippi,CoalE,476.8,2010
Missouri,CoalE,1290.4,2010
Montana,CoalE,289.1,2010
Nebraska,CoalE,366.3,2010
Nevada,CoalE,195.7,2010
New Hampshire,CoalE,128.5,2010
New Jersey,CoalE,299.3,2010
New Mexico,CoalE,550.3,2010
New York,CoalE,540.9,2010
North Carolina,CoalE,2651.9,2010
North Dakota,CoalE,721.7,2010
Ohio,CoalE,3392.6,2010
Oklahoma,CoalE,614.8,2010
Oregon,CoalE,72.7,2010
Pennsylvania,CoalE,3607.2,2010
Rhode Island,CoalE,0.0,2010
South Carolina,CoalE,1500.1,2010
South Dakota,CoalE,77.8,2010
Tennessee,CoalE,1419.1,2010
Texas,CoalE,2936.9,2010
Utah,CoalE,608.3,2010
Vermont,CoalE,0.0,2010
Virginia,CoalE,1222.3,2010
Washington,CoalE,220.2,2010
West Virginia,CoalE,2256.3,2010
Wisconsin,CoalE,1026.9,2010
Wyoming,CoalE,636.2,2010
District of Columbia,CoalE,0.2,2010
Alabama,CoalE,2009.7,2011
Alaska,CoalE,59.6,2011
Arizona,CoalE,917.2,2011
Arkansas,CoalE,592.2,2011
California,CoalE,173.1,2011
Colorado,CoalE,637.0,2011
Connecticut,CoalE,22.4,2011
Delaware,CoalE,61.0,2011
Florida,CoalE,1959.7,2011
Georgia,CoalE,2400.3,2011
Hawaii,CoalE,29.4,2011
Idaho,CoalE,19.9,2011
Illinois,CoalE,2093.0,2011
Indiana,CoalE,4157.2,2011
Iowa,CoalE,750.2,2011
Kansas,CoalE,608.8,2011
Kentucky,CoalE,2466.4,2011
Louisiana,CoalE,720.4,2011
Maine,CoalE,6.5,2011
Maryland,CoalE,881.3,2011
Massachusetts,CoalE,160.0,2011
Michigan,CoalE,2074.4,2011
Minnesota,CoalE,635.5,2011
Mississippi,CoalE,416.7,2011
Missouri,CoalE,1436.3,2011
Montana,CoalE,247.4,2011
Nebraska,CoalE,437.9,2011
Nevada,CoalE,163.1,2011
New Hampshire,CoalE,87.0,2011
New Jersey,CoalE,207.3,2011
New Mexico,CoalE,584.8,2011
New York,CoalE,447.6,2011
North Carolina,CoalE,2283.1,2011
North Dakota,CoalE,767.4,2011
Ohio,CoalE,3382.4,2011
Oklahoma,CoalE,686.1,2011
Oregon,CoalE,64.7,2011
Pennsylvania,CoalE,3685.4,2011
Rhode Island,CoalE,0.0,2011
South Carolina,CoalE,1410.6,2011
South Dakota,CoalE,69.0,2011
Tennessee,CoalE,1425.4,2011
Texas,CoalE,3212.5,2011
Utah,CoalE,622.7,2011
Vermont,CoalE,0.0,2011
Virginia,CoalE,1128.1,2011
Washington,CoalE,133.1,2011
West Virginia,CoalE,2227.1,2011
Wisconsin,CoalE,1169.2,2011
Wyoming,CoalE,710.2,2011
District of Columbia,CoalE,0.2,2011
Alabama,CoalE,1808.8,2012
Alaska,CoalE,63.0,2012
Arizona,CoalE,879.9,2012
Arkansas,CoalE,673.3,2012
California,CoalE,133.6,2012
Colorado,CoalE,689.4,2012
Connecticut,CoalE,33.3,2012
Delaware,CoalE,58.3,2012
Florida,CoalE,1697.6,2012
Georgia,CoalE,1529.9,2012
Hawaii,CoalE,33.3,2012
Idaho,CoalE,15.8,2012
Illinois,CoalE,2134.0,2012
Indiana,CoalE,3883.1,2012
Iowa,CoalE,703.5,2012
Kansas,CoalE,566.0,2012
Kentucky,CoalE,2249.3,2012
Louisiana,CoalE,691.8,2012
Maine,CoalE,6.1,2012
Maryland,CoalE,681.1,2012
Massachusetts,CoalE,90.4,2012
Michigan,CoalE,1917.8,2012
Minnesota,CoalE,538.1,2012
Mississippi,CoalE,367.5,2012
Missouri,CoalE,1448.7,2012
Montana,CoalE,255.2,2012
Nebraska,CoalE,427.6,2012
Nevada,CoalE,139.8,2012
New Hampshire,CoalE,57.8,2012
New Jersey,CoalE,103.7,2012
New Mexico,CoalE,575.5,2012
New York,CoalE,266.2,2012
North Carolina,CoalE,2025.9,2012
North Dakota,CoalE,873.9,2012
Ohio,CoalE,2940.6,2012
Oklahoma,CoalE,666.2,2012
Oregon,CoalE,55.6,2012
Pennsylvania,CoalE,3282.6,2012
Rhode Island,CoalE,0.0,2012
South Carolina,CoalE,1189.5,2012
South Dakota,CoalE,80.0,2012
Tennessee,CoalE,1204.3,2012
Texas,CoalE,2865.1,2012
Utah,CoalE,629.5,2012
Vermont,CoalE,0.0,2012
Virginia,CoalE,899.0,2012
Washington,CoalE,89.1,2012
West Virginia,CoalE,2062.2,2012
Wisconsin,CoalE,937.8,2012
Wyoming,CoalE,724.1,2012
District of Columbia,CoalE,0.2,2012
Alabama,CoalE,1731.6,2013
Alaska,CoalE,72.6,2013
Arizona,CoalE,946.8,2013
Arkansas,CoalE,789.4,2013
California,CoalE,129.5,2013
Colorado,CoalE,703.4,2013
Connecticut,CoalE,32.3,2013
Delaware,CoalE,58.4,2013
Florida,CoalE,1736.5,2013
Georgia,CoalE,1371.6,2013
Hawaii,CoalE,32.4,2013
Idaho,CoalE,21.8,2013
Illinois,CoalE,2128.4,2013
Indiana,CoalE,3568.9,2013
Iowa,CoalE,736.5,2013
Kansas,CoalE,580.8,2013
Kentucky,CoalE,2199.9,2013
Louisiana,CoalE,666.9,2013
Maine,CoalE,8.1,2013
Maryland,CoalE,620.7,2013
Massachusetts,CoalE,179.5,2013
Michigan,CoalE,1901.6,2013
Minnesota,CoalE,566.5,2013
Mississippi,CoalE,387.1,2013
Missouri,CoalE,1553.0,2013
Montana,CoalE,307.0,2013
Nebraska,CoalE,423.1,2013
Nevada,CoalE,180.9,2013
New Hampshire,CoalE,70.6,2013
New Jersey,CoalE,100.3,2013
New Mexico,CoalE,592.9,2013
New York,CoalE,236.5,2013
North Carolina,CoalE,1881.8,2013
North Dakota,CoalE,852.1,2013
Ohio,CoalE,2853.0,2013
Oklahoma,CoalE,697.9,2013
Oregon,CoalE,78.4,2013
Pennsylvania,CoalE,3358.7,2013
Rhode Island,CoalE,0.0,2013
South Carolina,CoalE,968.4,2013
South Dakota,CoalE,71.2,2013
Tennessee,CoalE,1052.0,2013
Texas,CoalE,3189.5,2013
Utah,CoalE,727.6,2013
Vermont,CoalE,0.0,2013
Virginia,CoalE,1051.9,2013
Washington,CoalE,154.9,2013
West Virginia,CoalE,2021.9,2013
Wisconsin,CoalE,1108.9,2013
Wyoming,CoalE,813.0,2013
District of Columbia,CoalE,0.0,2013
Alabama,CoalE,1677.3,2014
Alaska,CoalE,88.8,2014
Arizona,CoalE,944.6,2014
Arkansas,CoalE,820.9,2014
California,CoalE,135.3,2014
Colorado,CoalE,683.5,2014
Connecticut,CoalE,38.8,2014
Delaware,CoalE,31.5,2014
Florida,CoalE,1857.5,2014
Georgia,CoalE,1521.1,2014
Hawaii,CoalE,44.7,2014
Idaho,CoalE,24.4,2014
Illinois,CoalE,2154.5,2014
Indiana,CoalE,3513.9,2014
Iowa,CoalE,722.7,2014
Kansas,CoalE,568.5,2014
Kentucky,CoalE,2177.9,2014
Louisiana,CoalE,626.6,2014
Maine,CoalE,10.5,2014
Maryland,CoalE,595.2,2014
Massachusetts,CoalE,129.4,2014
Michigan,CoalE,1735.2,2014
Minnesota,CoalE,642.6,2014
Mississippi,CoalE,383.0,2014
Missouri,CoalE,1578.1,2014
Montana,CoalE,322.1,2014
Nebraska,CoalE,395.5,2014
Nevada,CoalE,202.6,2014
New Hampshire,CoalE,63.5,2014
New Jersey,CoalE,121.3,2014
New Mexico,CoalE,812.4,2014
New York,CoalE,218.4,2014
North Carolina,CoalE,1805.0,2014
North Dakota,CoalE,866.0,2014
Ohio,CoalE,2567.7,2014
Oklahoma,CoalE,680.0,2014
Oregon,CoalE,87.3,2014
Pennsylvania,CoalE,3006.4,2014
Rhode Island,CoalE,0.0,2014
South Carolina,CoalE,1115.3,2014
South Dakota,CoalE,71.7,2014
Tennessee,CoalE,1127.7,2014
Texas,CoalE,3213.9,2014
Utah,CoalE,726.3,2014
Vermont,CoalE,0.0,2014
Virginia,CoalE,961.6,2014
Washington,CoalE,200.3,2014
West Virginia,CoalE,2030.8,2014
Wisconsin,CoalE,1018.7,2014
Wyoming,CoalE,797.9,2014
District of Columbia,CoalE,0.1,2014
Alabama,CoalPrice,2.97,2010
Alaska,CoalPrice,3.43,2010
Arizona,CoalPrice,1.81,2010
Arkansas,CoalPrice,1.74,2010
California,CoalPrice,2.94,2010
Colorado,CoalPrice,1.59,2010
Connecticut,CoalPrice,3.45,2010
Delaware,CoalPrice,3.35,2010
Florida,CoalPrice,3.48,2010
Georgia,CoalPrice,3.9,2010
Hawaii,CoalPrice,2.32,2010
Idaho,CoalPrice,2.35,2010
Illinois,CoalPrice,1.85,2010
Indiana,CoalPrice,2.61,2010
Iowa,CoalPrice,1.51,2010
Kansas,CoalPrice,1.52,2010
Kentucky,CoalPrice,2.36,2010
Louisiana,CoalPrice,2.4,2010
Maine,CoalPrice,3.82,2010
Maryland,CoalPrice,3.36,2010
Massachusetts,CoalPrice,3.21,2010
Michigan,CoalPrice,2.39,2010
Minnesota,CoalPrice,1.82,2010
Mississippi,CoalPrice,3.21,2010
Missouri,CoalPrice,1.61,2010
Montana,CoalPrice,1.42,2010
Nebraska,CoalPrice,1.44,2010
Nevada,CoalPrice,2.44,2010
New Hampshire,CoalPrice,3.8,2010
New Jersey,CoalPrice,4.16,2010
New Mexico,CoalPrice,2.06,2010
New York,CoalPrice,3.24,2010
North Carolina,CoalPrice,3.54,2010
North Dakota,CoalPrice,1.76,2010
Ohio,CoalPrice,2.5,2010
Oklahoma,CoalPrice,1.78,2010
Oregon,CoalPrice,1.71,2010
Pennsylvania,CoalPrice,2.75,2010
Rhode Island,CoalPrice,0.0,2010
South Carolina,CoalPrice,3.7,2010
South Dakota,CoalPrice,1.99,2010
Tennessee,CoalPrice,2.75,2010
Texas,CoalPrice,1.87,2010
Utah,CoalPrice,1.71,2010
Vermont,CoalPrice,0.0,2010
Virginia,CoalPrice,3.53,2010
Washington,CoalPrice,2.32,2010
West Virginia,CoalPrice,2.66,2010
Wisconsin,CoalPrice,2.24,2010
Wyoming,CoalPrice,1.31,2010
District of Columbia,CoalPrice,2.63,2010
Alabama,CoalPrice,3.09,2011
Alaska,CoalPrice,3.85,2011
Arizona,CoalPrice,1.99,2011
Arkansas,CoalPrice,1.93,2011
California,CoalPrice,3.13,2011
Colorado,CoalPrice,1.73,2011
Connecticut,CoalPrice,3.68,2011
Delaware,CoalPrice,3.41,2011
Florida,CoalPrice,3.55,2011
Georgia,CoalPrice,3.78,2011
Hawaii,CoalPrice,1.83,2011
Idaho,CoalPrice,2.53,2011
Illinois,CoalPrice,1.99,2011
Indiana,CoalPrice,3.12,2011
Iowa,CoalPrice,1.62,2011
Kansas,CoalPrice,1.76,2011
Kentucky,CoalPrice,2.44,2011
Louisiana,CoalPrice,2.67,2011
Maine,CoalPrice,4.2,2011
Maryland,CoalPrice,3.65,2011
Massachusetts,CoalPrice,3.72,2011
Michigan,CoalPrice,3.0,2011
Minnesota,CoalPrice,2.01,2011
Mississippi,CoalPrice,3.88,2011
Missouri,CoalPrice,1.74,2011
Montana,CoalPrice,1.49,2011
Nebraska,CoalPrice,1.53,2011
Nevada,CoalPrice,2.6,2011
New Hampshire,CoalPrice,3.55,2011
New Jersey,CoalPrice,4.18,2011
New Mexico,CoalPrice,2.05,2011
New York,CoalPrice,3.58,2011
North Carolina,CoalPrice,3.65,2011
North Dakota,CoalPrice,1.94,2011
Ohio,CoalPrice,2.77,2011
Oklahoma,CoalPrice,1.81,2011
Oregon,CoalPrice,1.84,2011
Pennsylvania,CoalPrice,3.04,2011
Rhode Island,CoalPrice,0.0,2011
South Carolina,CoalPrice,3.85,2011
South Dakota,CoalPrice,2.15,2011
Tennessee,CoalPrice,2.96,2011
Texas,CoalPrice,1.9,2011
Utah,CoalPrice,1.8,2011
Vermont,CoalPrice,0.0,2011
Virginia,CoalPrice,3.91,2011
Washington,CoalPrice,2.34,2011
West Virginia,CoalPrice,2.71,2011
Wisconsin,CoalPrice,2.61,2011
Wyoming,CoalPrice,1.52,2011
District of Columbia,CoalPrice,3.26,2011
Alabama,CoalPrice,3.31,2012
Alaska,CoalPrice,4.06,2012
Arizona,CoalPrice,2.09,2012
Arkansas,CoalPrice,2.27,2012
California,CoalPrice,3.05,2012
Colorado,CoalPrice,1.86,2012
Connecticut,CoalPrice,3.59,2012
Delaware,CoalPrice,3.35,2012
Florida,CoalPrice,3.51,2012
Georgia,CoalPrice,3.51,2012
Hawaii,CoalPrice,2.01,2012
Idaho,CoalPrice,3.04,2012
Illinois,CoalPrice,2.2,2012
Indiana,CoalPrice,3.25,2012
Iowa,CoalPrice,1.66,2012
Kansas,CoalPrice,1.84,2012
Kentucky,CoalPrice,2.47,2012
Louisiana,CoalPrice,2.9,2012
Maine,CoalPrice,4.69,2012
Maryland,CoalPrice,3.54,2012
Massachusetts,CoalPrice,3.76,2012
Michigan,CoalPrice,3.09,2012
Minnesota,CoalPrice,2.09,2012
Mississippi,CoalPrice,4.46,2012
Missouri,CoalPrice,1.89,2012
Montana,CoalPrice,1.62,2012
Nebraska,CoalPrice,1.57,2012
Nevada,CoalPrice,2.65,2012
New Hampshire,CoalPrice,4.07,2012
New Jersey,CoalPrice,4.05,2012
New Mexico,CoalPrice,2.18,2012
New York,CoalPrice,3.65,2012
North Carolina,CoalPrice,3.79,2012
North Dakota,CoalPrice,2.15,2012
Ohio,CoalPrice,2.89,2012
Oklahoma,CoalPrice,2.04,2012
Oregon,CoalPrice,1.97,2012
Pennsylvania,CoalPrice,3.0,2012
Rhode Island,CoalPrice,0.0,2012
South Carolina,CoalPrice,3.98,2012
South Dakota,CoalPrice,2.25,2012
Tennessee,CoalPrice,2.85,2012
Texas,CoalPrice,1.91,2012
Utah,CoalPrice,1.95,2012
Vermont,CoalPrice,0.0,2012
Virginia,CoalPrice,4.04,2012
Washington,CoalPrice,2.09,2012
West Virginia,CoalPrice,2.73,2012
Wisconsin,CoalPrice,2.51,2012
Wyoming,CoalPrice,1.48,2012
District of Columbia,CoalPrice,3.08,2012
Alabama,CoalPrice,3.06,2013
Alaska,CoalPrice,4.9,2013
Arizona,CoalPrice,2.08,2013
Arkansas,CoalPrice,2.41,2013
California,CoalPrice,3.39,2013
Colorado,CoalPrice,1.93,2013
Connecticut,CoalPrice,4.21,2013
Delaware,CoalPrice,3.2,2013
Florida,CoalPrice,3.44,2013
Georgia,CoalPrice,3.22,2013
Hawaii,CoalPrice,2.12,2013
Idaho,CoalPrice,2.73,2013
Illinois,CoalPrice,2.07,2013
Indiana,CoalPrice,2.98,2013
Iowa,CoalPrice,1.83,2013
Kansas,CoalPrice,1.78,2013
Kentucky,CoalPrice,2.4,2013
Louisiana,CoalPrice,2.92,2013
Maine,CoalPrice,4.87,2013
Maryland,CoalPrice,3.39,2013
Massachusetts,CoalPrice,4.25,2013
Michigan,CoalPrice,2.89,2013
Minnesota,CoalPrice,2.12,2013
Mississippi,CoalPrice,3.96,2013
Missouri,CoalPrice,1.93,2013
Montana,CoalPrice,1.85,2013
Nebraska,CoalPrice,1.44,2013
Nevada,CoalPrice,2.79,2013
New Hampshire,CoalPrice,4.21,2013
New Jersey,CoalPrice,3.87,2013
New Mexico,CoalPrice,2.31,2013
New York,CoalPrice,3.44,2013
North Carolina,CoalPrice,3.81,2013
North Dakota,CoalPrice,2.17,2013
Ohio,CoalPrice,2.58,2013
Oklahoma,CoalPrice,2.08,2013
Oregon,CoalPrice,2.01,2013
Pennsylvania,CoalPrice,2.98,2013
Rhode Island,CoalPrice,0.0,2013
South Carolina,CoalPrice,3.76,2013
South Dakota,CoalPrice,2.08,2013
Tennessee,CoalPrice,2.63,2013
Texas,CoalPrice,2.0,2013
Utah,CoalPrice,2.05,2013
Vermont,CoalPrice,0.0,2013
Virginia,CoalPrice,3.62,2013
Washington,CoalPrice,2.07,2013
West Virginia,CoalPrice,2.62,2013
Wisconsin,CoalPrice,2.44,2013
Wyoming,CoalPrice,1.56,2013
District of Columbia,CoalPrice,3.15,2013
Alabama,CoalPrice,2.91,2014
Alaska,CoalPrice,4.87,2014
Arizona,CoalPrice,2.11,2014
Arkansas,CoalPrice,2.42,2014
California,CoalPrice,3.43,2014
Colorado,CoalPrice,1.95,2014
Connecticut,CoalPrice,4.27,2014
Delaware,CoalPrice,3.08,2014
Florida,CoalPrice,3.33,2014
Georgia,CoalPrice,3.15,2014
Hawaii,CoalPrice,2.59,2014
Idaho,CoalPrice,3.26,2014
Illinois,CoalPrice,2.12,2014
Indiana,CoalPrice,2.88,2014
Iowa,CoalPrice,1.8,2014
Kansas,CoalPrice,1.8,2014
Kentucky,CoalPrice,2.38,2014
Louisiana,CoalPrice,2.98,2014
Maine,CoalPrice,4.89,2014
Maryland,CoalPrice,2.96,2014
Massachusetts,CoalPrice,4.33,2014
Michigan,CoalPrice,2.81,2014
Minnesota,CoalPrice,2.05,2014
Mississippi,CoalPrice,3.29,2014
Missouri,CoalPrice,2.02,2014
Montana,CoalPrice,1.84,2014
